Claimant Gender,Claimant Age,Claim Amount
Male,23,3716.44
Male,49,5953.91
Female,52,11672.38
Other,46,5497.32
Male,35,500.0
Female,46,9609.05
Male,33,1625.96
Male,44,7647.67
Other,59,13407.02
Other,18,6724.28
Male,32,7289.29
Other,26,638.74
Female,68,12419.45
Female,47,17267.07
Female,26,7090.06
Female,40,2814.58
Female,36,500.0
Female,30,7305.37
Male,29,6320.11
Male,18,500.0
Male,29,7133.22
Female,22,3135.17
Male,60,2256.81
Female,33,8708.01
Other,30,2416.4
Male,46,7366.42
Female,35,500.0
Male,18,3523.29
Female,32,10683.43
Male,37,500.0
Female,55,10798.75
Female,44,5858.79
Other,43,3328.62
Female,27,10243.83
Female,44,7352.12
Female,35,17390.59
Female,41,565.29
Female,27,500.0
Male,46,10557.44
Other,46,11831.95
Female,22,2188.28
Female,31,7598.31
Male,29,4188.35
Female,50,4311.2
Male,52,8589.12
Female,18,13159.28
Male,39,13841.51
Female,35,7436.57
Other,33,10852.03
Male,47,10707.91
Other,51,5297.19
Male,49,7888.75
Female,51,14671.47
Female,55,989.67
Female,39,6513.39
Female,51,15677.58
Female,49,11238.11
Male,49,18264.36
Male,26,500.0
Female,42,5711.84
Female,40,12120.56
Female,51,500.0
Female,38,4576.1
Male,34,4111.08
Female,43,12556.28
Male,37,10738.2
Female,51,2575.37
Male,32,1434.13
Male,52,11379.59
Male,25,1812.18
Male,46,10324.15
Female,40,6506.72
Male,49,12818.02
Male,33,3140.54
Male,40,500.0
Male,43,6038.27
Male,52,13556.1
Male,54,4046.53
Female,32,500.0
Female,23,3355.55
Female,33,5691.04
Female,30,1152.94
Male,22,2425.53
Female,33,11052.06
Female,36,5777.8
Female,44,9098.85
Male,72,6942.64
Male,36,3864.03
Male,60,3189.17
Male,26,8879.88
Female,52,3187.63
Female,46,8695.88
Female,33,4653.53
Female,40,14108.64
Female,44,8914.29
Female,35,8463.74
Other,35,6103.54
Male,38,5065.93
Male,42,5373.87
Male,31,3021.65
Female,38,18291.22
Female,41,9570.75
Male,41,1483.87
Other,45,8945.67
Male,41,9924.17
Other,30,500.0
Male,30,7997.7
Male,49,13120.31
Female,42,500.0
Male,45,13253.17
Male,44,12125.69
Male,37,500.0
Female,46,4602.54
Female,31,7214.65
Male,36,4571.4
Female,38,17184.52
Female,47,500.0
Male,39,4479.22
Male,30,500.0
Male,25,11303.55
Male,40,3064.17
Female,43,11623.47
Male,30,10512.41
Female,46,10652.36
Female,62,11234.36
Male,43,7448.49
Female,42,13414.13
Male,35,6808.62
Other,63,709.67
Female,36,8471.8
Female,38,3392.31
Female,45,5219.25
Male,31,11740.21
Female,40,14887.44
Other,52,3600.3
Female,48,7648.01
Female,25,5630.03
Female,38,3290.09
Male,31,4847.17
Male,58,5936.35
Female,47,500.0
Male,26,4387.83
Female,53,5254.12
Other,48,5790.25
Male,21,500.0
Male,42,13946.25
Female,42,6676.22
Male,49,19842.48
Female,36,500.0
Male,23,3707.53
Female,30,12540.39
Male,53,9069.47
Female,42,5711.5
Female,37,9669.47
Female,28,6397.55
Male,29,500.0
Female,24,7419.08
Female,36,11276.33
Male,49,3875.95
Male,18,500.0
Male,33,10874.22
Female,23,14356.41
Female,31,500.0
Female,50,5457.72
Male,53,4766.76
Male,50,8933.7
Female,39,11990.22
Female,32,12398.18
Other,47,11354.56
Male,31,6886.26
Female,31,5693.73
Male,57,18637.01
Male,28,10160.3
Female,54,3612.15
Female,30,4044.64
Other,44,500.0
Male,36,7591.88
Male,37,500.0
Female,31,14922.04
Female,48,8094.0
Male,51,6635.99
Male,54,9766.97
Male,30,594.2
Female,54,9452.78
Male,50,5880.17
Male,18,2959.61
Male,42,3998.4
Male,51,7826.95
Male,43,10255.82
Female,32,3267.68
Male,21,2447.64
Female,28,8727.67
Male,46,7198.86
Female,24,500.0
Female,34,5785.85
Female,44,7416.92
Female,32,11344.71
Male,27,2491.81
Male,27,7122.65
Female,51,1964.8
Other,35,6153.76
Female,31,500.0
Female,18,4451.48
Female,58,17093.62
Female,31,500.0
Male,46,5437.9
Female,52,7397.26
Other,36,8296.16
Male,28,6876.72
Female,24,954.9
Male,45,12030.09
Female,52,13863.42
Male,36,6336.89
Female,41,17472.2
Female,35,12927.63
Male,34,500.0
Female,56,8250.16
Female,44,7206.2
Other,35,1347.28
Male,36,12854.72
Male,34,1830.15
Male,31,1162.85
Other,41,6413.34
Other,21,4356.51
Female,25,944.53
Female,31,5361.72
Female,44,6343.39
Female,29,15567.89
Male,57,7089.78
Female,32,3507.21
Male,37,3240.1
Female,48,17440.65
Female,33,10565.81
Female,56,7736.0
Male,38,5587.1
Male,44,15083.19
Male,37,13341.81
Male,40,6100.0
Male,33,8811.49
Other,35,8232.87
Female,36,1325.11
Male,42,4742.81
Male,25,7474.75
Male,45,7579.61
Female,48,16904.87
Female,54,6554.76
Other,38,2475.37
Female,42,1841.9
Other,32,12057.22
Female,57,7119.71
Male,32,4654.78
Other,41,1940.07
Male,62,8394.75
Female,49,13764.77
Male,19,6988.88
Female,38,10732.87
Female,43,500.0
Female,27,15715.96
Female,67,5338.09
Male,18,500.0
Male,51,8573.81
Male,39,9476.1
Male,30,8648.54
Female,48,5516.31
Male,35,1650.09
Other,67,12185.6
Female,46,7830.16
Female,46,6781.52
Male,40,2755.21
Female,22,500.0
Other,18,3439.33
Female,46,16528.9
Female,51,14681.87
Female,28,9919.53
Male,36,1795.04
Female,46,9971.27
Male,24,9443.93
Male,53,11022.79
Male,46,1611.99
Male,40,500.0
Male,63,10544.21
Male,45,500.0
Other,46,596.58
Female,35,500.0
Other,36,7455.37
Male,32,3253.47
Male,30,5979.42
Female,52,8110.2
Male,28,6163.73
Male,44,6668.98
Female,29,10994.56
Male,42,8623.57
Female,41,2947.29
Female,30,7833.18
Male,46,3405.92
Male,29,8859.41
Female,41,6180.55
Female,18,5529.9
Male,48,10548.35
Other,48,8356.92
Male,59,13873.2
Female,48,12284.82
Other,23,1335.99
Male,22,500.0
Male,52,5249.92
Male,59,16704.81
Male,18,3898.84
Male,37,11215.44
Female,40,500.0
Male,35,719.53
Female,41,9197.54
Other,48,716.91
Female,63,13025.95
Female,47,9247.2
Male,37,3249.69
Female,43,14730.77
Female,26,500.0
Male,39,7379.22
Male,43,5318.03
Female,37,9100.64
Male,27,12296.57
Male,35,7532.31
Male,35,6741.83
Male,29,500.0
Female,24,11089.87
Female,25,2271.47
Female,48,14317.32
Male,31,500.0
Male,30,6431.39
Female,59,9599.49
Male,31,9469.33
Male,56,4964.1
Female,57,5933.72
Male,37,4108.71
Female,45,10261.94
Male,26,500.0
Male,27,2430.72
Male,49,3628.06
Other,57,10911.21
Female,47,10682.54
Other,35,914.26
Female,35,2599.15
Male,40,500.0
Female,52,500.0
Female,34,1875.54
Female,37,13152.04
Male,47,500.0
Female,53,500.0
Male,37,594.37
Male,34,6729.31
Female,34,8090.83
Female,50,9590.97
Male,43,10307.58
Male,31,5418.06
Female,62,14175.5
Female,47,8120.4
Female,42,1407.99
Other,40,5556.69
Female,34,3477.99
Male,22,500.0
Female,51,8918.72
Male,33,6698.7
Male,34,5897.76
Female,38,4106.45
Male,34,12055.59
Other,54,1471.96
Female,26,11514.38
Female,35,9348.52
Female,23,2187.28
Female,30,9339.33
Female,35,11008.7
Female,54,7385.47
Male,36,500.0
Female,44,500.0
Male,28,505.45
Female,38,6981.24
Female,39,2427.38
Female,18,500.0
Male,34,16611.37
Male,56,9990.15
Female,33,9604.02
Male,55,9024.93
Male,53,13301.69
Male,24,5013.3
Other,34,10749.67
Female,20,2957.04
Male,39,2107.28
Male,63,12461.14
Male,57,4684.46
Female,40,4918.87
Female,38,11908.16
Male,65,15786.88
Male,29,8300.82
Male,48,8032.85
Female,20,500.0
Female,20,4339.89
Male,28,4441.8
Male,34,13103.82
Male,41,6623.5
Other,47,8306.78
Male,28,2250.13
Female,46,13318.98
Female,68,6914.35
Male,32,3766.37
Male,41,500.0
Male,47,2950.26
Female,55,7675.63
Female,18,11124.06
Female,39,4875.01
Female,65,15844.27
Male,18,3286.2
Other,36,2561.16
Female,49,835.9
Male,32,10206.09
Other,57,4613.6
Female,34,10751.44
Female,52,15698.25
Female,51,14420.58
Female,36,10358.69
Female,49,4286.29
Male,31,7747.74
Male,57,12643.32
Other,56,7542.34
Male,66,10393.48
Male,61,11085.31
Male,50,7174.21
Male,32,9446.56
Female,59,5968.08
Other,51,7073.75
Male,32,5466.03
Male,38,8817.77
Male,40,6878.82
Female,26,500.0
Female,32,6958.04
Male,53,4780.25
Female,48,14490.52
Female,69,7187.43
Female,28,6786.69
Other,40,5085.13
Male,37,500.0
Female,48,6887.18
Female,37,11702.18
Female,27,11788.88
Female,33,5465.56
Female,55,6213.8
Female,33,2614.33
Male,43,5920.84
Female,39,6557.36
Other,32,5155.19
Other,47,13866.7
Male,51,8244.82
Male,51,11746.78
Male,41,11030.03
Female,52,4572.29
Female,25,5482.66
Male,35,10260.9
Female,38,6923.19
Female,40,10664.2
Female,61,500.0
Female,30,12648.3
Female,33,8858.43
Female,34,7304.01
Male,51,16967.92
Female,45,10252.7
Female,62,23729.2
Female,38,10582.44
Female,46,7803.41
Female,48,11811.99
Male,27,500.0
Female,39,2525.43
Male,37,6614.53
Male,48,500.0
Female,66,10326.61
Other,33,705.83
Male,47,1491.99
Male,37,3582.33
Female,30,6090.42
Male,34,10760.37
Female,44,4433.95
Female,46,10550.58
Female,48,8926.48
Male,39,6451.56
Male,29,500.0
Female,27,11923.88
Female,31,8239.36
Male,18,500.0
Female,33,952.69
Male,38,7089.28
Female,18,7640.39
Male,32,2060.2
Other,38,7415.64
Male,53,13789.54
Male,39,500.0
Male,64,6563.78
Male,54,17608.32
Female,37,9723.39
Other,26,7406.06
Male,24,7598.46
Male,36,1756.99
Female,30,6206.67
Female,50,10180.05
Female,57,11092.52
Male,20,4474.94
Male,59,15466.94
Female,73,9551.09
Male,43,6591.85
Female,29,7558.25
Male,44,16369.53
Female,41,7442.35
Male,50,10517.58
Female,36,6238.62
Female,46,8602.85
Female,40,6760.62
Male,25,2815.84
Female,42,8889.11
Female,36,500.0
Female,36,17122.76
Female,27,9449.55
Female,61,10984.54
Female,44,500.0
Male,44,8794.1
Female,35,14196.03
Female,25,956.84
Male,23,1621.29
Male,36,500.0
Male,47,6516.6
Female,51,5355.1
Female,28,500.0
Female,18,12542.15
Female,48,3237.42
Male,32,500.0
Male,46,6309.14
Male,47,12905.04
Male,46,6684.96
Male,38,15122.53
Male,67,7537.31
Female,21,12608.59
Female,22,7081.24
Other,18,1557.36
Other,36,3717.92
Female,40,10469.78
Male,20,1075.01
Female,51,18619.35
Female,58,14308.78
Male,46,6859.21
Male,44,8505.19
Female,18,4571.23
Male,37,6932.39
Female,38,2578.17
Female,54,7683.81
Male,32,9476.94
Male,53,7448.12
Male,51,11832.7
Male,49,500.0
Male,43,500.0
Female,18,6153.04
Male,44,9851.01
Female,59,14977.41
Male,50,15621.3
Other,54,14160.54
Male,24,4168.64
Male,29,3612.3
Female,35,10591.48
Female,52,13785.05
Male,45,10075.6
Female,49,12825.99
Female,41,3914.1
Female,41,6281.81
Male,20,1616.24
Male,25,500.0
Female,46,1477.23
Female,18,598.66
Male,39,7915.83
Female,36,16804.31
Female,57,11557.78
Male,45,16701.19
Female,52,18307.67
Male,44,6026.17
Female,53,14688.03
Female,48,5558.03
Other,28,5839.14
Male,39,1012.78
Male,32,12947.88
Male,48,6847.26
Male,46,500.0
Male,33,500.0
Other,46,8608.3
Male,28,4187.32
Male,41,7906.32
Female,41,1462.58
Male,39,6493.42
Female,20,9662.15
Male,55,11611.99
Female,19,10560.48
Male,41,5441.0
Male,40,6308.93
Other,20,6044.23
Male,53,14670.95
Female,33,500.0
Male,46,7552.43
Male,44,11996.84
Female,34,10479.48
Male,27,8923.37
Female,23,4506.46
Other,35,500.0
Female,60,6751.33
Other,45,6578.75
Male,54,10033.58
Male,41,11082.92
Male,33,500.0
Female,41,10429.1
Other,39,2164.06
Male,19,2610.4
Female,43,5528.94
Male,27,5104.34
Female,24,9344.41
Female,41,6959.64
Other,45,10684.52
Female,40,8087.44
Male,41,7183.76
Male,41,4664.83
Male,36,8691.03
Male,35,2731.66
Male,42,500.0
Female,47,20346.65
Female,36,6187.01
Female,18,1868.5
Male,41,4063.75
Female,37,13012.21
Female,40,11564.49
Male,36,10912.25
Female,33,4922.26
Female,56,9717.33
Male,30,8083.52
Female,63,500.0
Female,31,10116.86
Male,36,10022.63
Other,48,10939.59
Female,58,5228.84
Female,49,5968.39
Female,58,8674.6
Male,49,6571.87
Female,32,3765.52
Female,53,11148.66
Male,18,2695.42
Female,49,7407.65
Female,48,8726.43
Female,52,10569.52
Male,32,2041.32
Female,32,6679.21
Male,25,500.0
Male,39,5726.54
Male,34,2450.24
Male,29,11177.84
Female,19,500.0
Female,38,10017.02
Male,36,4623.62
Female,44,21202.75
Female,27,5995.38
Female,23,696.64
Male,38,1361.03
Female,54,3904.91
Other,64,6479.61
Female,35,500.0
Male,34,8576.38
Male,18,1418.99
Female,45,5945.39
Other,32,6620.78
Female,33,500.0
Female,37,8516.84
Male,52,8204.56
Female,43,18318.21
Female,48,14450.12
Male,60,12504.46
Female,31,6966.22
Other,49,16492.12
Male,35,12329.66
Female,28,10683.41
Male,41,7987.45
Female,55,11869.63
Female,48,3838.44
Female,30,500.0
Female,27,500.0
Male,42,500.0
Other,38,4256.3
Female,25,2733.45
Male,49,7655.95
Female,32,500.0
Female,34,8579.69
Male,54,10963.54
Female,41,3840.75
Other,51,3664.33
Male,45,500.0
Other,57,2416.25
Male,21,500.0
Male,52,9629.45
Male,50,12469.07
Female,41,500.0
Female,38,5797.85
Male,40,6397.81
Male,18,7781.43
Female,59,13939.96
Male,37,4480.28
Female,45,11617.18
Female,59,7868.26
Female,34,1557.79
Other,39,11024.26
Male,43,500.0
Other,51,8052.35
Female,37,5357.39
Female,19,500.0
Male,22,6222.05
Female,39,11871.72
Male,23,4534.75
Male,18,8008.09
Male,47,4860.62
Female,51,15516.16
Female,41,500.0
Female,46,7128.17
Female,34,11501.46
Male,48,12875.43
Female,23,4558.49
Male,59,8625.72
Female,31,9629.83
Female,31,500.0
Female,27,5411.3
Female,30,10097.22
Male,30,6526.28
Female,26,500.0
Female,37,22885.27
Female,36,500.0
Male,34,500.0
Female,48,9205.37
Female,55,9513.19
Male,35,14393.67
Male,55,9453.84
Female,19,500.0
Female,41,6536.25
Male,48,4689.96
Male,43,500.0
Male,44,3762.92
Male,34,5373.32
Female,47,718.44
Female,47,13303.42
Female,35,7652.57
Female,49,17056.39
Male,50,8245.19
Female,28,13252.77
Female,43,4674.23
Other,39,9311.13
Female,40,754.5
Male,44,7842.83
Female,42,1234.88
Male,34,6951.61
Female,29,500.0
Male,28,7520.64
Male,66,5598.13
Female,49,500.0
Male,47,4454.79
Female,32,9108.17
Male,42,12767.8
Female,56,4959.96
Female,47,2156.75
Female,28,2365.14
Male,34,13257.87
Male,34,9754.81
Male,32,6657.99
Male,43,12642.33
Female,31,500.0
Other,53,10980.12
Female,54,10035.54
Female,40,3130.66
Female,31,637.59
Female,42,500.0
Male,26,2170.02
Other,34,500.0
Female,37,500.0
Female,40,13875.35
Male,33,500.0
Male,41,500.0
Female,46,12334.03
Female,39,12181.0
Female,42,6158.1
Male,39,17513.57
Other,50,4958.83
Male,61,500.0
Male,27,5219.15
Male,42,3897.92
Female,35,500.0
Other,38,10641.52
Male,36,10378.68
Female,31,6593.74
Male,41,6995.41
Other,54,9925.25
Female,31,4795.08
Female,31,2400.76
Male,23,5878.2
Other,29,500.0
Female,54,500.0
Male,62,20231.19
Female,56,5923.71
Male,44,9539.61
Female,42,8037.72
Male,50,500.0
Female,38,9817.62
Female,41,3841.92
Male,18,500.0
Male,66,16413.97
Male,44,6291.25
Female,55,1764.97
Male,30,9631.0
Female,41,11204.51
Male,38,6515.13
Male,21,5803.51
Female,43,9047.64
Male,47,8360.86
Other,54,10495.23
Female,47,16837.71
Female,44,1070.91
Female,33,6555.36
Female,32,1617.48
Male,51,12197.93
Male,54,11518.14
Male,49,11279.33
Female,30,9819.61
Male,44,12141.13
Female,24,6078.23
Other,56,10941.56
Female,25,3556.49
Female,31,1501.93
Male,58,17315.47
Female,47,11189.18
Female,31,500.0
Male,41,8854.86
Male,65,943.5
Other,38,6112.6
Female,38,8493.74
Female,27,14225.82
Female,39,2036.98
Female,40,7522.96
Female,51,8875.21
Male,42,10475.44
Male,44,8429.63
Male,48,7156.63
Female,49,5822.19
Female,38,8811.21
Female,37,7039.15
Male,46,9076.57
Female,50,8397.12
Female,52,10528.38
Female,35,6126.28
Female,33,6822.81
Male,60,9056.7
Female,48,7013.76
Male,32,11181.95
Male,54,8343.88
Female,18,500.0
Female,41,500.0
Other,32,5990.74
Female,30,500.0
Female,55,15278.39
Female,46,4347.31
Female,33,9417.56
Male,69,12292.04
Male,35,12047.27
Male,43,11594.12
Female,30,4189.57
Male,72,500.0
Male,32,4709.84
Male,29,3668.47
Other,40,500.0
Male,62,7380.19
Female,24,7784.52
Male,28,9238.57
Female,48,13860.96
Male,23,11732.94
Male,56,13170.44
Female,38,13112.02
Male,40,7649.62
Male,32,9044.42
Male,33,4020.68
Male,33,5057.2
Male,49,2776.84
Male,53,10751.85
Female,58,7689.9
Female,41,5338.35
Female,36,4022.12
Male,33,1552.87
Other,21,1995.57
Male,19,500.0
Male,38,16446.47
Female,40,6827.99
Male,36,4723.58
Male,42,880.89
Female,68,10551.98
Female,40,3780.81
Female,50,8378.26
Female,43,5917.53
Other,32,10936.27
Male,33,6100.52
Male,35,657.02
Male,64,8905.86
Male,37,500.0
Male,59,4311.44
Other,36,5673.75
Female,41,1585.98
Female,37,500.0
Male,36,6206.44
Female,38,5839.55
Other,38,8060.73
Female,49,13882.88
Male,19,500.0
Female,69,18465.3
Male,50,8079.99
Male,19,500.0
Male,36,4437.69
Female,43,500.0
Female,28,8816.12
Male,18,7388.04
Male,41,500.0
Female,49,16840.01
Male,38,2270.64
Male,56,1253.47
Male,46,9054.28
Female,24,4797.07
Male,23,5488.37
Male,33,4613.55
Male,57,17527.51
Other,32,3318.31
Female,18,500.0
Female,34,1454.03
Male,41,9013.75
Female,42,500.0
Male,75,14817.86
Female,39,9505.99
Other,33,9021.01
Female,31,2313.82
Female,59,13967.71
Female,40,11074.08
Male,41,8443.95
Other,22,4952.6
Male,38,500.0
Female,35,3228.63
Male,45,1052.78
Male,18,2122.77
Male,47,10673.77
Male,58,4242.54
Female,35,7693.32
Female,26,500.0
Male,52,7732.36
Male,23,1164.39
Female,52,7116.45
Male,58,3947.55
Female,42,11750.44
Female,44,500.0
Female,41,8354.46
Female,35,4033.11
Male,49,9127.88
Female,40,10848.29
Male,39,524.6
Male,39,9935.51
Female,36,500.0
Male,28,500.0
Female,42,7936.02
Female,40,1483.99
Female,35,5362.97
Other,32,7265.19
Male,49,10696.62
Male,44,16087.28
Female,24,2551.3
Male,31,7388.18
Female,65,4462.06
Female,26,4339.52
Female,30,12144.22
Male,34,5100.22
Male,55,6625.84
Male,58,500.0
Male,24,500.0
Female,21,683.79
Male,34,4893.42
Male,40,5164.97
Male,62,12687.27
Female,26,500.0
Female,55,4707.6
Male,46,1838.42
Male,48,8663.06
Male,46,14229.15
Male,49,10359.12
Female,53,9416.88
Female,39,534.64
Male,28,500.0
Male,54,500.0
Other,29,8099.98
Female,37,18010.69
Female,39,5668.19
Male,45,10004.91
Female,47,10721.36
Male,31,3777.17
Female,61,16102.08
Other,57,8033.03
Male,43,3825.91
Male,40,5337.9
Male,30,1960.43
Male,40,4226.58
Male,40,5428.54
Male,19,11273.72
Female,50,9945.45
Female,67,13136.89
Male,35,4537.37
Other,40,13393.39
Male,54,12413.99
Other,29,5395.94
Male,18,3133.28
Female,39,8817.75
Female,51,4846.47
Female,32,7191.06
Other,33,500.0
Male,24,500.0
Other,18,1591.07
Male,50,9600.74
Male,67,11425.03
Male,56,8023.03
Female,45,602.47
Male,33,7995.62
Female,54,11748.82
Female,46,4620.58
Female,27,500.0
Female,22,6859.27
Male,25,4204.17
Male,37,9492.88
Male,46,11659.74
Male,47,13205.27
Male,32,5518.21
Male,40,7204.43
Male,50,7746.33
Other,43,4566.71
Female,31,500.0
Male,29,5794.69
Female,18,8846.2
Male,28,2376.39
Male,41,5718.54
Female,44,10301.19
Female,62,16238.55
Male,50,2774.39
Other,47,4891.47
Female,45,10597.76
Female,22,500.0
Female,18,4688.92
Female,58,6196.15
Male,29,10871.26
Male,57,11154.16
Male,28,10212.53
Female,54,16291.33
Female,45,500.0
Male,58,16436.94
Other,18,2753.26
Other,51,10682.02
Female,18,500.0
Female,44,5552.09
Female,36,547.06
Male,52,9741.02
Female,37,1425.8
Male,31,6742.76
Female,40,7426.42
Male,32,5258.07
Female,37,16449.19
Other,35,1120.37
Male,26,7084.65
Female,51,7700.45
Other,34,8740.39
Female,43,4088.58
Female,49,7524.06
Female,31,4838.66
Male,48,12661.34
Male,37,3142.61
Male,36,1508.04
Female,48,12590.4
Male,41,3217.53
Female,41,10935.64
Female,50,500.0
Female,39,1170.15
Female,48,12442.04
Other,33,500.0
Male,45,3008.02
Female,40,1000.81
Female,47,4863.1
Female,19,1955.17
Other,46,9193.54
Male,46,16117.17
Male,47,13898.75
Female,49,18529.49
Male,34,500.0
Female,33,13964.71
Female,30,19240.4
Male,26,7426.6
Female,54,11210.1
Male,40,16920.72
Female,58,7830.34
Female,34,4093.84
Other,29,500.0
Male,28,8084.77
Female,66,8437.0
Female,18,7093.52
Female,45,7198.98
Female,34,4823.78
Male,18,500.0
Male,29,3513.85
Male,30,4218.32
Female,36,15913.17
Male,40,500.0
Male,24,4913.13
Other,35,6140.27
Male,28,9611.1
Other,42,5496.67
Female,46,11694.18
Female,38,9456.63
Male,52,9750.47
Male,33,14992.58
Female,29,511.16
Female,52,6911.89
Female,35,18686.51
Male,23,809.06
Female,36,3840.14
Female,38,1221.05
Female,29,14922.04
Female,44,10682.52
Female,56,7832.97
Female,23,500.0
Male,46,8341.97
Female,63,7416.01
Male,44,13986.07
Male,34,3194.32
Male,47,2067.94
Male,27,3892.05
Male,33,4607.69
Male,52,9032.1
Female,53,12903.04
Other,34,13955.51
Male,49,8954.02
Other,61,11289.43
Female,46,3501.58
Male,18,6317.49
Male,37,6898.38
Female,42,500.0
Female,25,5733.64
Female,40,11748.54
Male,40,6630.52
Male,41,6067.01
Male,33,8735.74
Male,26,4760.26
Male,41,7653.24
Male,31,9052.75
Female,51,1759.08
Other,51,7780.04
Male,42,500.0
Other,52,17461.62
Male,51,5901.99
Female,51,13134.26
Male,43,6136.34
Female,26,6862.78
Other,48,3250.28
Female,49,4052.72
Male,32,500.0
Female,39,6917.6
Male,65,18707.74
Female,53,6677.08
Female,51,5422.1
Male,45,4380.58
Female,20,4740.61
Female,46,6100.19
Male,27,5164.03
Female,37,6528.14
Male,51,16928.39
Female,60,7861.01
Female,18,511.33
Female,53,14638.1
Female,26,4518.46
Female,18,500.0
Male,27,4916.28
Female,46,19169.43
Male,39,8944.06
Female,36,4239.76
Male,45,5920.27
Male,28,500.0
Female,42,1148.16
Male,40,3788.76
Female,55,2371.63
Male,49,4172.16
Male,36,3811.55
Female,48,18055.56
Male,51,6137.82
Male,36,11532.52
Female,61,10695.61
Male,61,10313.81
Female,33,12943.54
Male,39,4045.86
Male,52,5876.85
Female,48,2281.83
Male,49,12696.42
Male,47,10238.03
Male,48,8006.23
Male,38,8609.1
Female,47,8754.3
Male,47,6808.43
Female,36,4400.11
Female,22,3193.51
Male,39,5550.82
Other,28,4362.5
Male,33,500.0
Other,39,500.0
Male,32,10597.3
Female,43,13186.29
Female,22,4824.36
Male,59,13223.18
Female,18,6279.14
Female,24,14573.62
Male,36,568.37
Male,18,7323.8
Female,23,10340.83
Female,61,9968.13
Other,41,9310.18
Female,25,12286.94
Other,34,9016.42
Female,43,6516.28
Male,18,500.0
Male,18,6509.74
Female,47,5733.58
Female,35,15277.88
Male,39,1973.93
Male,37,7740.14
Other,45,2416.5
Female,37,10975.57
Male,40,3820.89
Female,34,16013.69
Male,46,500.0
Male,37,6725.58
Male,42,5991.08
Male,57,8054.53
Female,56,14448.63
Male,29,3909.51
